sample_name,library,organism,read1,read2,read_length,read_type
SKCM-0852FA43-7577-4456-8033-9A9156A7B258-X032-S12-L093-B1-T2-P083,ATAC,human,read1,read2,75,paired
SKCM-211D9CF4-3348-4DCD-8A01-6827435DDB3D-X029-S10-L019-B1-T1-P072,ATAC,human,read1,read2,75,paired
SKCM-211D9CF4-3348-4DCD-8A01-6827435DDB3D-X029-S10-L020-B1-T2-P077,ATAC,human,read1,read2,75,paired
SKCM-398F831B-A6C7-40D9-9EC4-16CECA35AEA2-X039-S02-L099-B1-T1-P088,ATAC,human,read1,read2,75,paired
SKCM-398F831B-A6C7-40D9-9EC4-16CECA35AEA2-X039-S02-L100-B1-T2-P089,ATAC,human,read1,read2,75,paired
SKCM-4EDE1486-22DD-4DB9-8CB1-B4A058E459D1-X035-S10-L019-B1-T1-P095,ATAC,human,read1,read2,75,paired
SKCM-79ECCC2A-6352-43BB-AF79-FABC426586EB-X040-S05-L129-B1-T1-P101,ATAC,human,read1,read2,75,paired
SKCM-8F708E04-2936-4E85-85C2-D1431003898B-X025-S11-L047-B1-T1-P062,ATAC,human,read1,read2,75,paired
SKCM-8F708E04-2936-4E85-85C2-D1431003898B-X025-S11-L048-B1-T2-P065,ATAC,human,read1,read2,75,paired
SKCM-ADDDF130-3C88-413F-9C74-2EA68EA26E0C-X030-S05-L033-B1-T1-P075,ATAC,human,read1,read2,75,paired
SKCM-ADDDF130-3C88-413F-9C74-2EA68EA26E0C-X030-S05-L034-B1-T2-P077,ATAC,human,read1,read2,75,paired
SKCM-E6A09E0C-BC0B-4F10-92FA-5B6826A4F336-X024-S11-L023-B1-T1-P060,ATAC,human,read1,read2,75,paired
SKCM-E6A09E0C-BC0B-4F10-92FA-5B6826A4F336-X024-S11-L024-B1-T2-P061,ATAC,human,read1,read2,75,paired
SKCM-F05B8E69-5AD9-4FCF-8980-1307F35BD173-X026-S09-L069-B1-T1-P062,ATAC,human,read1,read2,75,paired
SKCM-F15664E6-AE19-4B59-971A-8FC8E05CF921-X037-S11-L069-B1-T1-P106,ATAC,human,read1,read2,75,paired
SKCM-F15664E6-AE19-4B59-971A-8FC8E05CF921-X037-S11-L070-B1-T2-P094,ATAC,human,read1,read2,75,paired
SKCM-F318F3E5-E6BE-4CBB-977A-ABE202DCE9EA-X033-S10-L112-B1-T1-P078,ATAC,human,read1,read2,75,paired
SKCM-F318F3E5-E6BE-4CBB-977A-ABE202DCE9EA-X033-S10-L113-B1-T2-P074,ATAC,human,read1,read2,75,paired
SKCM-FDA487D2-5293-4315-9212-3836856CCFFB-X041-S04-L007-B1-T1-P084,ATAC,human,read1,read2,75,paired
SKCM-FDA487D2-5293-4315-9212-3836856CCFFB-X041-S04-L008-B1-T2-P085,ATAC,human,read1,read2,75,paired
SKCM-FE986D7E-FB8B-4B58-A50C-CAED05FFCAA5-X038-S10-L091-B1-T1-P097,ATAC,human,read1,read2,75,paired
SKCM-FE986D7E-FB8B-4B58-A50C-CAED05FFCAA5-X038-S10-L092-B1-T2-P095,ATAC,human,read1,read2,75,paired
STAD-00DFAA4D-DE64-4476-9546-18E728653046-X029-S06-L011-B1-T1-P072,ATAC,human,read1,read2,75,paired
STAD-00DFAA4D-DE64-4476-9546-18E728653046-X029-S06-L012-B1-T2-P077,ATAC,human,read1,read2,75,paired
STAD-0215A386-9440-452B-9832-B64A80AA8898-X030-S04-L031-B1-T1-P080,ATAC,human,read1,read2,75,paired
STAD-0215A386-9440-452B-9832-B64A80AA8898-X030-S04-L032-B1-T2-P081,ATAC,human,read1,read2,75,paired
STAD-074F7FDD-B91D-4302-8248-B3FAA12A2451-X031-S11-L066-B1-T1-P076,ATAC,human,read1,read2,75,paired
STAD-074F7FDD-B91D-4302-8248-B3FAA12A2451-X031-S11-L067-B1-T2-P071,ATAC,human,read1,read2,75,paired
STAD-1648A422-0188-460C-B462-BEA69640D682-X025-S07-L039-B1-T1-P065,ATAC,human,read1,read2,75,paired
STAD-1648A422-0188-460C-B462-BEA69640D682-X025-S07-L040-B1-T2-P068,ATAC,human,read1,read2,75,paired
STAD-2A8C4C35-D8EA-4423-9ECA-D0612BC1C647-X036-S11-L045-B1-T1-P092,ATAC,human,read1,read2,75,paired
STAD-2A8C4C35-D8EA-4423-9ECA-D0612BC1C647-X036-S11-L046-B1-T2-P099,ATAC,human,read1,read2,75,paired
STAD-2C565D47-79DA-4384-81CE-545B01C56A16-X038-S08-L087-B1-T1-P095,ATAC,human,read1,read2,75,paired
STAD-2C565D47-79DA-4384-81CE-545B01C56A16-X038-S08-L088-B1-T2-P096,ATAC,human,read1,read2,75,paired
STAD-2DE93632-B991-41E8-905F-E901C64949A4-X026-S07-L065-B1-T1-P067,ATAC,human,read1,read2,75,paired
STAD-2DE93632-B991-41E8-905F-E901C64949A4-X026-S07-L066-B1-T2-P068,ATAC,human,read1,read2,75,paired
STAD-3391F99D-E7C9-4AE9-B5F9-2701555DC3A4-X024-S08-L017-B1-T1-P059,ATAC,human,read1,read2,75,paired
STAD-3391F99D-E7C9-4AE9-B5F9-2701555DC3A4-X024-S08-L018-B1-T2-P062,ATAC,human,read1,read2,75,paired
STAD-78ACDA82-EAB2-4188-9631-A23425981D92-X028-S05-L109-B1-T1-P068,ATAC,human,read1,read2,75,paired
STAD-78ACDA82-EAB2-4188-9631-A23425981D92-X028-S05-L110-B1-T2-P061,ATAC,human,read1,read2,75,paired
STAD-8246817A-8A76-4010-AFE7-991C772B2B77-X039-S10-L115-B1-T1-P101,ATAC,human,read1,read2,75,paired
STAD-8246817A-8A76-4010-AFE7-991C772B2B77-X039-S10-L116-B1-T2-P099,ATAC,human,read1,read2,75,paired
STAD-91C7155F-8187-4688-BEAB-C4179C786667-X029-S08-L015-B1-T1-P081,ATAC,human,read1,read2,75,paired
STAD-91C7155F-8187-4688-BEAB-C4179C786667-X029-S08-L016-B1-T2-P074,ATAC,human,read1,read2,75,paired
STAD-96AC922D-69D3-4297-BCF5-7B37B160078B-X035-S12-L023-B1-T1-P098,ATAC,human,read1,read2,75,paired
STAD-96AC922D-69D3-4297-BCF5-7B37B160078B-X035-S12-L024-B1-T2-P093,ATAC,human,read1,read2,75,paired
STAD-BAB7D0D7-4F14-4ED4-B8E4-B9E760F57246-X041-S02-L003-B1-T1-P084,ATAC,human,read1,read2,75,paired
STAD-BAB7D0D7-4F14-4ED4-B8E4-B9E760F57246-X041-S02-L004-B1-T2-P085,ATAC,human,read1,read2,75,paired
STAD-BBB7AC74-B4E3-482C-BFA5-86555CE18654-X027-S08-L091-B1-T1-P064,ATAC,human,read1,read2,75,paired
STAD-BBB7AC74-B4E3-482C-BFA5-86555CE18654-X027-S08-L092-B1-T2-P068,ATAC,human,read1,read2,75,paired
STAD-C23BE39C-3C24-4DB8-B26D-CE6629CF02EC-X042-S05-L033-B1-T2-P085,ATAC,human,read1,read2,75,paired
STAD-C6252D6A-38B3-4A09-9B2F-185F8FB36EBE-X037-S02-L051-B1-T1-P091,ATAC,human,read1,read2,75,paired
STAD-C6252D6A-38B3-4A09-9B2F-185F8FB36EBE-X037-S02-L052-B1-T2-P092,ATAC,human,read1,read2,75,paired
STAD-CEF81A6C-B09A-4698-BC93-DC029B9CA17A-X028-S06-L111-B1-T1-P065,ATAC,human,read1,read2,75,paired
STAD-D1C43A87-4C70-4AE9-9023-880A46E79F21-X037-S09-L066-B1-T2-P088,ATAC,human,read1,read2,75,paired
STAD-D8BEB0DD-C346-4C1D-8A5F-6E669453AE6D-X027-S09-L093-B1-T1-P067,ATAC,human,read1,read2,75,paired
STAD-E07AAE91-7A4F-4FDC-9D67-4FA1D4E6DD89-X024-S05-L011-B1-T1-P061,ATAC,human,read1,read2,75,paired
STAD-E07AAE91-7A4F-4FDC-9D67-4FA1D4E6DD89-X024-S05-L012-B1-T2-P069,ATAC,human,read1,read2,75,paired
STAD-EA9A5DB6-348F-41C4-ACCC-5717653ABD74-X032-S06-L080-B1-T1-P080,ATAC,human,read1,read2,75,paired
STAD-EA9A5DB6-348F-41C4-ACCC-5717653ABD74-X032-S06-L081-B1-T2-P083,ATAC,human,read1,read2,75,paired
TGCT-09E99DFE-D6FF-46DA-8DB4-AEEE237A6FE0-X028-S07-L112-B1-T1-P060,ATAC,human,read1,read2,75,paired
TGCT-09E99DFE-D6FF-46DA-8DB4-AEEE237A6FE0-X028-S07-L113-B1-T2-P061,ATAC,human,read1,read2,75,paired
TGCT-0A0512E8-AD96-4154-AAA2-3BDD67A279E9-X035-S11-L022-B1-T2-P090,ATAC,human,read1,read2,75,paired
TGCT-1577A485-E047-42CF-8703-42A69E1AED1A-X038-S09-L089-B1-T1-P090,ATAC,human,read1,read2,75,paired
TGCT-1733145A-1C7A-49A1-BCA7-7B72F7C8FFE7-X024-S09-L019-B1-T1-P060,ATAC,human,read1,read2,75,paired
TGCT-1733145A-1C7A-49A1-BCA7-7B72F7C8FFE7-X024-S09-L020-B1-T2-P062,ATAC,human,read1,read2,75,paired
TGCT-42AA9956-CB47-4A45-8B3E-BCA4A1560649-X025-S03-L031-B1-T1-P065,ATAC,human,read1,read2,75,paired
TGCT-42AA9956-CB47-4A45-8B3E-BCA4A1560649-X025-S03-L032-B1-T2-P061,ATAC,human,read1,read2,75,paired
TGCT-772E7A97-0B2F-4DE7-B44B-E233EA5ACA5C-X027-S05-L085-B1-T1-P067,ATAC,human,read1,read2,75,paired
TGCT-772E7A97-0B2F-4DE7-B44B-E233EA5ACA5C-X027-S05-L086-B1-T2-P069,ATAC,human,read1,read2,75,paired
TGCT-915BF6AB-D5A9-44A6-8913-DE735A3A32CA-X041-S09-L017-B1-T1-P084,ATAC,human,read1,read2,75,paired
TGCT-915BF6AB-D5A9-44A6-8913-DE735A3A32CA-X041-S09-L018-B1-T2-P085,ATAC,human,read1,read2,75,paired
TGCT-A3208F24-8F24-43B5-99C5-E4A3CA68026C-X026-S11-L073-B1-T1-P068,ATAC,human,read1,read2,75,paired
TGCT-A3208F24-8F24-43B5-99C5-E4A3CA68026C-X026-S11-L074-B1-T2-P066,ATAC,human,read1,read2,75,paired
TGCT-A6AB6BA9-2EE3-4919-B524-65C2F7B6A052-X034-S04-L124-B1-T1-P078,ATAC,human,read1,read2,75,paired
TGCT-A6AB6BA9-2EE3-4919-B524-65C2F7B6A052-X034-S04-L125-B1-T2-P079,ATAC,human,read1,read2,75,paired
THCA-073FEB53-ADC5-4B5B-8D4B-9D6692AE996F-X032-S11-L091-B1-T2-P083,ATAC,human,read1,read2,75,paired
THCA-2035B22F-A9D8-4608-8B54-5146EC5CE76B-X029-S05-L009-B1-T1-P071,ATAC,human,read1,read2,75,paired
THCA-2035B22F-A9D8-4608-8B54-5146EC5CE76B-X029-S05-L010-B1-T2-P078,ATAC,human,read1,read2,75,paired
THCA-3E77F455-8BCF-4C61-9B4D-E56EC829241A-X042-S08-L038-B1-T1-P086,ATAC,human,read1,read2,75,paired
THCA-4589BD8A-FCEA-4968-939B-4C3960C48AB1-X028-S08-L114-B1-T1-P067,ATAC,human,read1,read2,75,paired
THCA-4589BD8A-FCEA-4968-939B-4C3960C48AB1-X028-S08-L115-B1-T2-P063,ATAC,human,read1,read2,75,paired
THCA-5040673F-93A4-48BC-A015-D0DA9C69F0B4-X027-S07-L089-B1-T1-P065,ATAC,human,read1,read2,75,paired
THCA-5040673F-93A4-48BC-A015-D0DA9C69F0B4-X027-S07-L090-B1-T2-P064,ATAC,human,read1,read2,75,paired
THCA-5BD43F10-0990-41B4-AD7A-741949D128A0-X033-S02-L096-B1-T1-P083,ATAC,human,read1,read2,75,paired
THCA-5BD43F10-0990-41B4-AD7A-741949D128A0-X033-S02-L097-B1-T2-P075,ATAC,human,read1,read2,75,paired
THCA-8084B582-941C-4F46-B2E6-6B6AE35989FC-X035-S06-L011-B1-T1-P103,ATAC,human,read1,read2,75,paired
THCA-8084B582-941C-4F46-B2E6-6B6AE35989FC-X035-S06-L012-B1-T2-P095,ATAC,human,read1,read2,75,paired
THCA-8681469D-66FB-4E67-9AD9-BEAE596F7BF5-X041-S06-L011-B1-T1-P085,ATAC,human,read1,read2,75,paired
THCA-8681469D-66FB-4E67-9AD9-BEAE596F7BF5-X041-S06-L012-B1-T2-P117,ATAC,human,read1,read2,75,paired
THCA-ABF4154C-FACF-4711-AAC7-35C560F39BC2-X024-S10-L021-B1-T1-P063,ATAC,human,read1,read2,75,paired
THCA-ABF4154C-FACF-4711-AAC7-35C560F39BC2-X024-S10-L022-B1-T2-P064,ATAC,human,read1,read2,75,paired
THCA-BC2421A1-70FD-4F62-8E12-956AE8472E0C-X036-S03-L029-B1-T1-P090,ATAC,human,read1,read2,75,paired
THCA-BC2421A1-70FD-4F62-8E12-956AE8472E0C-X036-S03-L030-B1-T2-P097,ATAC,human,read1,read2,75,paired
THCA-C28B747E-CFB2-4ED4-9821-9964A342DAA6-X026-S04-L059-B1-T3-P061,ATAC,human,read1,read2,75,paired
THCA-C28B747E-CFB2-4ED4-9821-9964A342DAA6-X026-S04-L060-B1-T4-P063,ATAC,human,read1,read2,75,paired
THCA-DDA40F94-13CA-4BE0-9DB1-D7F14AC9EACA-X030-S09-L041-B1-T1-P070,ATAC,human,read1,read2,75,paired
THCA-DDA40F94-13CA-4BE0-9DB1-D7F14AC9EACA-X030-S09-L042-B1-T2-P071,ATAC,human,read1,read2,75,paired
THCA-EB01542B-2A13-4D7B-82A9-CE37B2D54BA3-X031-S03-L052-B1-T1-P077,ATAC,human,read1,read2,75,paired
THCA-EB01542B-2A13-4D7B-82A9-CE37B2D54BA3-X031-S03-L053-B1-T2-P071,ATAC,human,read1,read2,75,paired
THCA-F8168297-C181-408B-8F2F-1F7AB849F1C5-X025-S10-L045-B1-T1-P064,ATAC,human,read1,read2,75,paired
UCEC-1D6B31A2-8276-4ADB-BAD3-1659E7AE8C15-X032-S01-L070-B1-T1-P075,ATAC,human,read1,read2,75,paired
UCEC-1D6B31A2-8276-4ADB-BAD3-1659E7AE8C15-X032-S01-L071-B1-T2-P071,ATAC,human,read1,read2,75,paired
UCEC-29305CFF-69CB-4F68-8FA8-F1D9D7F605B9-X035-S07-L013-B1-T1-P098,ATAC,human,read1,read2,75,paired
UCEC-29305CFF-69CB-4F68-8FA8-F1D9D7F605B9-X035-S07-L014-B1-T2-P099,ATAC,human,read1,read2,75,paired
UCEC-392EE08A-B49B-4257-BCBC-B3038B7174A8-X041-S11-L021-B1-T1-P084,ATAC,human,read1,read2,75,paired
UCEC-417CDB67-1DB1-4399-8591-C4600D65C14C-X026-S05-L061-B1-T1-P069,ATAC,human,read1,read2,75,paired
UCEC-417CDB67-1DB1-4399-8591-C4600D65C14C-X026-S05-L062-B1-T2-P066,ATAC,human,read1,read2,75,paired
UCEC-4AC67ED1-07F8-4A27-97D3-7B8D693479AA-X024-S07-L015-B1-T1-P069,ATAC,human,read1,read2,75,paired
UCEC-4AC67ED1-07F8-4A27-97D3-7B8D693479AA-X024-S07-L016-B1-T2-P067,ATAC,human,read1,read2,75,paired
UCEC-64E4DFBF-7859-4FE4-AC05-E6B4995C868C-X036-S05-L033-B1-T1-P087,ATAC,human,read1,read2,75,paired
UCEC-64E4DFBF-7859-4FE4-AC05-E6B4995C868C-X036-S05-L034-B1-T2-P092,ATAC,human,read1,read2,75,paired
UCEC-6732BA4A-065A-4EF6-81E1-6DB5CAD70C97-X042-S09-L041-B1-T2-P086,ATAC,human,read1,read2,75,paired
UCEC-939BD27B-C1F6-4C55-949E-511A1D916E28-X040-S04-L127-B1-T1-P098,ATAC,human,read1,read2,75,paired
UCEC-939BD27B-C1F6-4C55-949E-511A1D916E28-X040-S04-L128-B1-T2-P101,ATAC,human,read1,read2,75,paired
UCEC-9D108B12-D50E-4280-AA1A-219BF0E1856D-X031-S01-L049-B1-T1-P076,ATAC,human,read1,read2,75,paired
UCEC-BAD10669-0C6A-4B48-94B3-CAB6C3799360-X029-S09-L017-B1-T1-P082,ATAC,human,read1,read2,75,paired
UCEC-BAD10669-0C6A-4B48-94B3-CAB6C3799360-X029-S09-L018-B1-T2-P077,ATAC,human,read1,read2,75,paired
UCEC-BDFE8123-081E-49AF-930B-2371D8DEC261-X030-S01-L025-B1-T1-P080,ATAC,human,read1,read2,75,paired
UCEC-BDFE8123-081E-49AF-930B-2371D8DEC261-X030-S01-L026-B1-T2-P078,ATAC,human,read1,read2,75,paired
UCEC-C335297F-2D63-4973-9182-FA18C28E001E-X037-S04-L055-B1-T1-P088,ATAC,human,read1,read2,75,paired
UCEC-C335297F-2D63-4973-9182-FA18C28E001E-X037-S04-L056-B1-T2-P089,ATAC,human,read1,read2,75,paired
UCEC-D820B024-6B3B-4B5B-866E-F9A8139C270B-X039-S09-L113-B1-T1-P099,ATAC,human,read1,read2,75,paired
UCEC-D820B024-6B3B-4B5B-866E-F9A8139C270B-X039-S09-L114-B1-T2-P098,ATAC,human,read1,read2,75,paired
ACCx-025FE5F8-885E-433D-9018-7AE322A92285-X034-S09-L134-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
ACCx-B6E6F014-A599-4A58-A7A5-1F748471D662-X013-S12-L071-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
ACCx-B901534B-5E93-475A-91E7-B2DB7DFE98A5-X020-S02-L003-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
ACCx-B901534B-5E93-475A-91E7-B2DB7DFE98A5-X020-S02-L004-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
ACCx-FCE328BC-082C-4FC1-9F7E-500D07C78B9E-X035-S02-L003-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
ACCx-FCE328BC-082C-4FC1-9F7E-500D07C78B9E-X035-S02-L004-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
BLCA-6F874813-E05A-438A-A1CE-71B8A78C173E-X006-S09-L048-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
BRCA-1FF8A889-24D2-4439-8BB4-C9AB39B7EE23-X005-S12-L029-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
BRCA-257C1DDD-D646-4F59-BCEE-1403A58BBD80-X023-S06-L084-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
BRCA-64BD3CE0-7385-461B-9870-AD6611DD886A-X014-S01-L001-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
BRCA-6F22B7DA-85CA-4E9C-93A3-859878775DDB-X005-S06-L014-B1-T3-PMRG,ATAC,human,read1,read2,75,paired
BRCA-86DA5538-752C-4F30-A411-0970F65BD115-X012-S07-L037-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
BRCA-EF17C882-9808-4676-9DFA-432D34290B33-X023-S15-L102-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
COAD-2EB7D36F-5616-460C-91C9-6D0AEA893D97-X001-S04-L008-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
COAD-542202A7-3D76-40F4-89CC-8DA386DCF48B-X007-S12-L079-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
COAD-7E54C176-FB16-4492-9688-2BCD0F421E56-X004-S07-L053-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
COAD-B5AE6F25-E2EA-412F-AC4C-E11EA47FC490-X007-S03-L060-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
COAD-BA3E7A65-30AB-4ED9-BF52-ED8138164EB9-X007-S08-L070-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
COAD-D0F82B03-939F-4445-AC8E-64C964402761-X007-S04-L062-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
ESCA-3DB8158E-7924-4C46-91F3-BC9D279B82A6-X023-S11-L094-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
ESCA-663192A1-DAE9-463A-A3E4-C4E7EDBD5734-X006-S02-L033-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
ESCA-81D32E9D-3A4E-466E-B7B3-4D0FD8822CB4-X005-S05-L009-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
ESCA-8CD2B7FE-9FFB-4EA3-B17F-098AFE0CDA2A-X005-S10-L023-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
KIRC-0BCD21B9-CB40-447A-A948-1E81C1639D73-X004-S11-L060-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
KIRC-97AE56C6-2AA5-4B27-977E-204C9A68FB9C-X013-S02-L052-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
KIRP-5C0BAEF0-C8D9-44C6-B37D-642EE07EA762-X023-S10-L091-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
KIRP-5C0BAEF0-C8D9-44C6-B37D-642EE07EA762-X023-S10-L092-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
KIRP-737F435D-531F-4B20-ABB1-91E3E2027D4D-X010-S06-L059-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
KIRP-737F435D-531F-4B20-ABB1-91E3E2027D4D-X010-S06-L060-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
KIRP-8AF1A570-9364-41E5-A8A3-E4DD24FAEEA6-X017-S02-L004-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
KIRP-A1F39D17-79BC-485B-80ED-5EBB531CA57C-X006-S12-L055-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
KIRP-E65C8B50-CC10-43D7-9739-6E8658F9D89B-X012-S01-L025-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
LIHC-31861258-F778-40B3-A2A4-E4E8F00794B2-X037-S08-L063-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
LIHC-31861258-F778-40B3-A2A4-E4E8F00794B2-X037-S08-L064-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
LIHC-7BA22083-6B58-4B21-B764-6D1619419AAF-X025-S06-L037-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
LIHC-9CFCE167-AE10-47E5-8E18-947E06323052-X026-S02-L053-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
LIHC-9CFCE167-AE10-47E5-8E18-947E06323052-X026-S02-L054-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
LIHC-A4C8EBCB-C1AD-43C3-96D3-17AC788E0C9E-X042-S04-L031-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
LUAD-698EE8D8-3251-42DC-BB3B-FC3C046EC728-X002-S03-L006-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
LUAD-79DEBC87-22F6-49D5-8EE7-C2A4B0559773-X003-S11-L039-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
LUAD-8DD2E6E7-E560-47C9-8967-7F376B260524-X002-S02-L003-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
LUSC-8C8D4BD8-7F67-421F-BAB4-21D157B4F4AA-X032-S08-L085-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
LUSC-F57C391B-F43A-4E31-B666-4C2329037C06-X039-S11-L117-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
MESO-E63A7EB2-8F27-499E-B9BF-92A8400388D6-X039-S01-L097-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
MESO-F3321D8C-8D46-4877-A9A9-6B4DDA86E2A0-X040-S12-L142-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
PCPG-7C5C19DE-54FA-4DE8-B87F-7694F5B50F41-X037-S03-L053-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
PCPG-7C5C19DE-54FA-4DE8-B87F-7694F5B50F41-X037-S03-L054-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
SKCM-F05B8E69-5AD9-4FCF-8980-1307F35BD173-X026-S09-L070-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
STAD-C23BE39C-3C24-4DB8-B26D-CE6629CF02EC-X042-S05-L032-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
STAD-D1C43A87-4C70-4AE9-9023-880A46E79F21-X037-S09-L065-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
STAD-D8BEB0DD-C346-4C1D-8A5F-6E669453AE6D-X027-S09-L094-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
TGCT-0A0512E8-AD96-4154-AAA2-3BDD67A279E9-X035-S11-L021-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
THCA-073FEB53-ADC5-4B5B-8D4B-9D6692AE996F-X032-S11-L090-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
THCA-3E77F455-8BCF-4C61-9B4D-E56EC829241A-X042-S08-L039-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
THCA-F8168297-C181-408B-8F2F-1F7AB849F1C5-X025-S10-L046-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
UCEC-6732BA4A-065A-4EF6-81E1-6DB5CAD70C97-X042-S09-L040-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
ACCx-025FE5F8-885E-433D-9018-7AE322A92285-X034-S09-L133-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
BRCA-294C77E4-79D8-4383-8780-324F3DBB1839-X016-S02-L049-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
BRCA-A3A3CD8F-3497-4615-B288-14E6290DC441-X007-S02-L058-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
COAD-64DC847B-9D5E-4484-B067-0B8B585B0DF8-X014-S07-L013-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
COAD-E909BFFC-69FE-4F53-AB5E-5E99EEFDAE02-X012-S10-L043-B1-T1-PMRG,ATAC,human,read1,read2,75,paired
LUAD-18545E4A-6285-4DB7-A52C-9E12075D6B89-X033-S04-L101-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
LUAD-79DEBC87-22F6-49D5-8EE7-C2A4B0559773-X003-S11-L040-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
KIRC-5786B3A8-42EB-47D3-A498-7FB1B3396376-X003-S10-L038-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
TGCT-1577A485-E047-42CF-8703-42A69E1AED1A-X038-S09-L090-B1-T2-PMRG,ATAC,human,read1,read2,75,paired
