sample_name,library,organism,read1,read2,read_length,read_type
COAD-42E74A17-DD9B-46E6-9EE5-B13002ABE778-X012-S09-L042-B1-T2-P023,ATAC,human,read1,read2,75,paired
COAD-46471206-CECD-4A89-99A9-809675776136-X015-S01-L025-B1-T1-P034,ATAC,human,read1,read2,75,paired
COAD-46471206-CECD-4A89-99A9-809675776136-X015-S01-L026-B1-T2-P033,ATAC,human,read1,read2,75,paired
COAD-492F3932-39FF-4FB1-89D8-8A9474FBA080-X019-S06-L058-B1-T1-P038,ATAC,human,read1,read2,75,paired
COAD-492F3932-39FF-4FB1-89D8-8A9474FBA080-X019-S06-L059-B1-T2-P043,ATAC,human,read1,read2,75,paired
COAD-4A17E8A4-41C9-42FB-8976-C38C0DE9EC05-X004-S03-L047-B1-T1-P006,ATAC,human,read1,read2,75,paired
COAD-4A17E8A4-41C9-42FB-8976-C38C0DE9EC05-X004-S03-L048-B1-T2-P006,ATAC,human,read1,read2,75,paired
COAD-542202A7-3D76-40F4-89CC-8DA386DCF48B-X007-S12-L080-B1-T2-P010,ATAC,human,read1,read2,75,paired
COAD-561632F0-56A1-4FF0-8DD1-219AD30591D4-X015-S04-L031-B1-T1-P037,ATAC,human,read1,read2,75,paired
COAD-561632F0-56A1-4FF0-8DD1-219AD30591D4-X015-S04-L032-B1-T2-P036,ATAC,human,read1,read2,75,paired
COAD-57255B8E-9085-4CDF-98DE-B4858BFF5789-X019-S07-L060-B1-T1-P043,ATAC,human,read1,read2,75,paired
COAD-57255B8E-9085-4CDF-98DE-B4858BFF5789-X019-S07-L061-B1-T2-P038,ATAC,human,read1,read2,75,paired
COAD-5D002D01-AE41-44B9-BE6B-A58B470062BD-X020-S09-L017-B1-T1-P052,ATAC,human,read1,read2,75,paired
COAD-5D002D01-AE41-44B9-BE6B-A58B470062BD-X020-S09-L018-B1-T2-P049,ATAC,human,read1,read2,75,paired
COAD-60C262B4-7743-46BC-A16A-3C087FA577BE-X010-S12-L071-B1-T1-P020,ATAC,human,read1,read2,75,paired
COAD-60C262B4-7743-46BC-A16A-3C087FA577BE-X010-S12-L072-B1-T2-P021,ATAC,human,read1,read2,75,paired
COAD-62DDE2A9-D8F7-4DD6-BE50-CC208AE71FFC-X017-S05-L009-B1-T1-P042,ATAC,human,read1,read2,75,paired
COAD-62DDE2A9-D8F7-4DD6-BE50-CC208AE71FFC-X017-S05-L010-B1-T2-P040,ATAC,human,read1,read2,75,paired
COAD-64DC847B-9D5E-4484-B067-0B8B585B0DF8-X014-S07-L014-B1-T2-P037,ATAC,human,read1,read2,75,paired
COAD-73167300-8F3F-4ACB-B519-2897C285C63F-X010-S02-L051-B1-T1-P017,ATAC,human,read1,read2,75,paired
COAD-73167300-8F3F-4ACB-B519-2897C285C63F-X010-S02-L052-B1-T2-P019,ATAC,human,read1,read2,75,paired
COAD-74EF44ED-9B3A-4E21-9E86-6C753CF94F4F-X006-S03-L034-B1-T1-P012,ATAC,human,read1,read2,75,paired
COAD-74EF44ED-9B3A-4E21-9E86-6C753CF94F4F-X006-S03-L035-B1-T2-P012,ATAC,human,read1,read2,75,paired
COAD-77DDE147-7453-4E7A-A730-E2D408F968ED-X018-S06-L034-B1-T1-P045,ATAC,human,read1,read2,75,paired
COAD-77DDE147-7453-4E7A-A730-E2D408F968ED-X018-S06-L035-B1-T2-P046,ATAC,human,read1,read2,75,paired
COAD-7E54C176-FB16-4492-9688-2BCD0F421E56-X004-S07-L054-B1-T2-P007,ATAC,human,read1,read2,75,paired
COAD-8E38B9F2-90FA-4DA8-A332-7F8B75AD6C4A-X023-S08-L087-B1-T1-P057,ATAC,human,read1,read2,75,paired
COAD-8E38B9F2-90FA-4DA8-A332-7F8B75AD6C4A-X023-S08-L088-B1-T2-P058,ATAC,human,read1,read2,75,paired
COAD-A5B3C573-AAC8-4775-AE3F-AE7D3BE2CC80-X017-S08-L015-B1-T1-P038,ATAC,human,read1,read2,75,paired
COAD-A5B3C573-AAC8-4775-AE3F-AE7D3BE2CC80-X017-S08-L016-B1-T2-P041,ATAC,human,read1,read2,75,paired
COAD-AEB99386-152C-4B0C-AC65-6B222FCE2412-X002-S04-L007-B1-T1-P005,ATAC,human,read1,read2,75,paired
COAD-AEB99386-152C-4B0C-AC65-6B222FCE2412-X002-S04-L008-B1-T2-P005,ATAC,human,read1,read2,75,paired
COAD-B5AE6F25-E2EA-412F-AC4C-E11EA47FC490-X007-S03-L061-B1-T2-P010,ATAC,human,read1,read2,75,paired
COAD-BA3E7A65-30AB-4ED9-BF52-ED8138164EB9-X007-S08-L069-B1-T1-P010,ATAC,human,read1,read2,75,paired
COAD-BC05CF64-A1D1-4B97-912E-5B98183DBC8C-X016-S03-L051-B1-T1-P032,ATAC,human,read1,read2,75,paired
COAD-BC05CF64-A1D1-4B97-912E-5B98183DBC8C-X016-S03-L052-B1-T2-P036,ATAC,human,read1,read2,75,paired
COAD-C4C5A550-D6B2-4D3F-9AC6-6670C4536911-X018-S04-L030-B1-T1-P040,ATAC,human,read1,read2,75,paired
COAD-C4C5A550-D6B2-4D3F-9AC6-6670C4536911-X018-S04-L031-B1-T2-P043,ATAC,human,read1,read2,75,paired
COAD-CC735B5F-BE7A-4206-BB75-48A9C82CB8D3-X013-S08-L063-B1-T1-P023,ATAC,human,read1,read2,75,paired
COAD-CC735B5F-BE7A-4206-BB75-48A9C82CB8D3-X013-S08-L064-B1-T2-P028,ATAC,human,read1,read2,75,paired
COAD-D0F82B03-939F-4445-AC8E-64C964402761-X007-S04-L063-B1-T2-P031,ATAC,human,read1,read2,75,paired
COAD-DC7564C4-1BB1-4FC9-B8BB-B557E69E35CC-X013-S11-L068-B1-T1-P030,ATAC,human,read1,read2,75,paired
COAD-DC7564C4-1BB1-4FC9-B8BB-B557E69E35CC-X013-S11-L069-B1-T2-P027,ATAC,human,read1,read2,75,paired
COAD-E51C5352-B7B3-4ADD-9762-EFF31721773F-X016-S05-L055-B1-T1-P038,ATAC,human,read1,read2,75,paired
COAD-E51C5352-B7B3-4ADD-9762-EFF31721773F-X016-S05-L056-B1-T2-P036,ATAC,human,read1,read2,75,paired
COAD-E909BFFC-69FE-4F53-AB5E-5E99EEFDAE02-X012-S10-L044-B1-T2-P024,ATAC,human,read1,read2,75,paired
COAD-EAA1986E-7F10-47A6-BF27-02BAAF0E7A58-X011-S11-L021-B1-T1-P025,ATAC,human,read1,read2,75,paired
COAD-EAA1986E-7F10-47A6-BF27-02BAAF0E7A58-X011-S11-L022-B1-T2-P026,ATAC,human,read1,read2,75,paired
COAD-ED8C6999-09C5-4B1C-916B-0E479EB39F6D-X009-S08-L039-B1-T1-P020,ATAC,human,read1,read2,75,paired
COAD-ED8C6999-09C5-4B1C-916B-0E479EB39F6D-X009-S08-L040-B1-T2-P017,ATAC,human,read1,read2,75,paired
COAD-FB8215D6-C4F6-45D9-965E-A6992E9EAEB7-X021-S12-L046-B1-T1-P049,ATAC,human,read1,read2,75,paired
COAD-FB8215D6-C4F6-45D9-965E-A6992E9EAEB7-X021-S12-L047-B1-T2-P048,ATAC,human,read1,read2,75,paired
ESCA-1E6AC686-96C2-46C4-A451-12D30114DD06-X012-S02-L027-B1-T1-P024,ATAC,human,read1,read2,75,paired
ESCA-1E6AC686-96C2-46C4-A451-12D30114DD06-X012-S02-L028-B1-T2-P026,ATAC,human,read1,read2,75,paired
ESCA-1FEF5E19-2351-4D46-99B4-63F0637ABF17-X010-S08-L063-B1-T1-P016,ATAC,human,read1,read2,75,paired
ESCA-1FEF5E19-2351-4D46-99B4-63F0637ABF17-X010-S08-L064-B1-T2-P016,ATAC,human,read1,read2,75,paired
ESCA-22102BD7-4D9F-4914-84D0-C64E2CB0D8C1-X018-S02-L027-B1-T1-P040,ATAC,human,read1,read2,75,paired
ESCA-22102BD7-4D9F-4914-84D0-C64E2CB0D8C1-X018-S02-L028-B1-T2-P045,ATAC,human,read1,read2,75,paired
ESCA-28184A42-07CF-4C5F-90E4-805CB39E2990-X015-S05-L033-B1-T1-P034,ATAC,human,read1,read2,75,paired
ESCA-28184A42-07CF-4C5F-90E4-805CB39E2990-X015-S05-L034-B1-T2-P036,ATAC,human,read1,read2,75,paired
ESCA-2CF8A6D4-F43E-41A6-AD3B-22E699550CD2-X008-S08-L015-B1-T1-P017,ATAC,human,read1,read2,75,paired
ESCA-2CF8A6D4-F43E-41A6-AD3B-22E699550CD2-X008-S08-L016-B1-T2-P028,ATAC,human,read1,read2,75,paired
ESCA-30FD1AB6-6197-498C-86D0-2A8CA2B1FA51-X016-S01-L047-B1-T1-P031,ATAC,human,read1,read2,75,paired
ESCA-30FD1AB6-6197-498C-86D0-2A8CA2B1FA51-X016-S01-L048-B1-T2-P033,ATAC,human,read1,read2,75,paired
ESCA-3433A6BC-AEAF-459B-8A67-C0C2301280C8-X007-S06-L065-B1-T1-P012,ATAC,human,read1,read2,75,paired
ESCA-3433A6BC-AEAF-459B-8A67-C0C2301280C8-X007-S06-L066-B1-T2-P011,ATAC,human,read1,read2,75,paired
ESCA-57016875-7C97-43EE-AD1F-242912852479-X021-S06-L034-B1-T1-P051,ATAC,human,read1,read2,75,paired
ESCA-57016875-7C97-43EE-AD1F-242912852479-X021-S06-L035-B1-T2-P048,ATAC,human,read1,read2,75,paired
ESCA-663192A1-DAE9-463A-A3E4-C4E7EDBD5734-X006-S02-L032-B1-T1-P011,ATAC,human,read1,read2,75,paired
ESCA-6DC73EB5-5736-46B8-8731-B44C4F740B2F-X017-S09-L017-B1-T1-P041,ATAC,human,read1,read2,75,paired
ESCA-6DC73EB5-5736-46B8-8731-B44C4F740B2F-X017-S09-L018-B1-T2-P042,ATAC,human,read1,read2,75,paired
ESCA-7DBFB952-8680-464C-A692-69343181D996-X007-S10-L074-B1-T2-P013,ATAC,human,read1,read2,75,paired
ESCA-81D32E9D-3A4E-466E-B7B3-4D0FD8822CB4-X005-S05-L008-B1-T1-P014,ATAC,human,read1,read2,75,paired
ESCA-C6860084-FC18-4AD6-8784-E548B1A59573-X007-S11-L077-B1-T1-P011,ATAC,human,read1,read2,75,paired
ESCA-C6860084-FC18-4AD6-8784-E548B1A59573-X007-S11-L078-B1-T2-P012,ATAC,human,read1,read2,75,paired
ESCA-E7719DEC-B2E3-41D3-BB06-BCA05538058A-X006-S04-L036-B1-T1-P009,ATAC,human,read1,read2,75,paired
ESCA-E7719DEC-B2E3-41D3-BB06-BCA05538058A-X006-S04-L037-B1-T2-P013,ATAC,human,read1,read2,75,paired
ESCA-F025BE90-A174-4C60-987A-58EFE830C68A-X020-S04-L007-B1-T1-P053,ATAC,human,read1,read2,75,paired
ESCA-F025BE90-A174-4C60-987A-58EFE830C68A-X020-S04-L008-B1-T2-P054,ATAC,human,read1,read2,75,paired
ESCA-F85278F2-0497-4F2D-B8E5-CDEE733FB047-X013-S01-L049-B1-T1-P022,ATAC,human,read1,read2,75,paired
ESCA-F85278F2-0497-4F2D-B8E5-CDEE733FB047-X013-S01-L050-B1-T2-P028,ATAC,human,read1,read2,75,paired
GBMx-09C0DCE7-D669-4D28-980D-BF71179116A4-X008-S01-L001-B1-T1-P017,ATAC,human,read1,read2,75,paired
GBMx-09C0DCE7-D669-4D28-980D-BF71179116A4-X008-S01-L002-B1-T2-P020,ATAC,human,read1,read2,75,paired
GBMx-193F811A-D110-4C59-86B7-FFDAA205844B-X015-S12-L045-B1-T1-P036,ATAC,human,read1,read2,75,paired
GBMx-193F811A-D110-4C59-86B7-FFDAA205844B-X015-S12-L046-B1-T2-P035,ATAC,human,read1,read2,75,paired
GBMx-6BEE2CB6-9AFD-42A6-9C26-9C4428FBABFA-X019-S10-L066-B1-T1-P045,ATAC,human,read1,read2,75,paired
GBMx-6BEE2CB6-9AFD-42A6-9C26-9C4428FBABFA-X019-S10-L067-B1-T2-P046,ATAC,human,read1,read2,75,paired
GBMx-714AA767-CACF-413D-B2FD-FE1882A80C57-X008-S07-L013-B1-T1-P019,ATAC,human,read1,read2,75,paired
GBMx-714AA767-CACF-413D-B2FD-FE1882A80C57-X008-S07-L014-B1-T2-P018,ATAC,human,read1,read2,75,paired
GBMx-9976F952-23A5-431A-A431-01E544324A26-X022-S03-L052-B1-T1-P050,ATAC,human,read1,read2,75,paired
GBMx-9976F952-23A5-431A-A431-01E544324A26-X022-S03-L053-B1-T2-P051,ATAC,human,read1,read2,75,paired
GBMx-99D8A126-072F-4485-8D2D-6981505460C2-X017-S01-L001-B1-T1-P045,ATAC,human,read1,read2,75,paired
GBMx-99D8A126-072F-4485-8D2D-6981505460C2-X017-S01-L002-B1-T2-P042,ATAC,human,read1,read2,75,paired
GBMx-A299027D-1362-4261-95BC-DD25B12F57C2-X020-S06-L011-B1-T1-P047,ATAC,human,read1,read2,75,paired
GBMx-A299027D-1362-4261-95BC-DD25B12F57C2-X020-S06-L012-B1-T2-P053,ATAC,human,read1,read2,75,paired
GBMx-A90B18B6-6056-46D1-BF4E-70710236B8DD-X011-S07-L013-B1-T1-P027,ATAC,human,read1,read2,75,paired
GBMx-A90B18B6-6056-46D1-BF4E-70710236B8DD-X011-S07-L014-B1-T2-P030,ATAC,human,read1,read2,75,paired
GBMx-ED12A6C9-D96E-49C4-B882-6382A5FB4538-X023-S02-L075-B1-T1-P057,ATAC,human,read1,read2,75,paired
GBMx-ED12A6C9-D96E-49C4-B882-6382A5FB4538-X023-S02-L076-B1-T2-P055,ATAC,human,read1,read2,75,paired
HNSC-19453A09-733B-4E0B-AD43-90DFE9374598-X037-S10-L067-B1-T1-P106,ATAC,human,read1,read2,75,paired
HNSC-19453A09-733B-4E0B-AD43-90DFE9374598-X037-S10-L068-B1-T2-P093,ATAC,human,read1,read2,75,paired
HNSC-2790E71B-7C59-4237-8DD6-5FDE8971AFDC-X037-S07-L061-B1-T1-P091,ATAC,human,read1,read2,75,paired
HNSC-2790E71B-7C59-4237-8DD6-5FDE8971AFDC-X037-S07-L062-B1-T2-P089,ATAC,human,read1,read2,75,paired
HNSC-4BB2B5AC-B01A-439A-A7AD-EF8CEC865DB3-X026-S06-L063-B1-T1-P068,ATAC,human,read1,read2,75,paired
HNSC-4BB2B5AC-B01A-439A-A7AD-EF8CEC865DB3-X026-S06-L064-B1-T2-P064,ATAC,human,read1,read2,75,paired
HNSC-792EA5E5-66EF-406A-AFCA-70BC90A6C324-X038-S05-L081-B1-T1-P092,ATAC,human,read1,read2,75,paired
HNSC-792EA5E5-66EF-406A-AFCA-70BC90A6C324-X038-S05-L082-B1-T2-P093,ATAC,human,read1,read2,75,paired
HNSC-7F157EB5-19C5-4E68-827E-327704D7A212-X024-S01-L001-B1-T1-P059,ATAC,human,read1,read2,75,paired
HNSC-855DA2A7-03B9-4E59-BDFE-F1D86395FC26-X030-S12-L047-B1-T1-P072,ATAC,human,read1,read2,75,paired
HNSC-855DA2A7-03B9-4E59-BDFE-F1D86395FC26-X030-S12-L048-B1-T2-P070,ATAC,human,read1,read2,75,paired
HNSC-B4C01112-D529-49C5-A458-0E09DA1C071E-X041-S05-L009-B1-T1-P084,ATAC,human,read1,read2,75,paired
HNSC-B4C01112-D529-49C5-A458-0E09DA1C071E-X041-S05-L010-B1-T2-P085,ATAC,human,read1,read2,75,paired
HNSC-D6F95774-441D-47F6-93CE-999D7BE81E44-X040-S11-L141-B1-T2-P103,ATAC,human,read1,read2,75,paired
HNSC-D8E8DB95-B06F-43C5-90BD-303E4A0E1874-X031-S07-L059-B1-T1-P078,ATAC,human,read1,read2,75,paired
HNSC-D8E8DB95-B06F-43C5-90BD-303E4A0E1874-X031-S07-L060-B1-T2-P077,ATAC,human,read1,read2,75,paired
KIRC-0A1F461B-6A6F-4142-8174-073ABBC28DF8-X002-S01-L001-B1-T1-P005,ATAC,human,read1,read2,75,paired
KIRC-0A1F461B-6A6F-4142-8174-073ABBC28DF8-X002-S01-L002-B1-T2-P005,ATAC,human,read1,read2,75,paired
KIRC-0BCD21B9-CB40-447A-A948-1E81C1639D73-X004-S11-L061-B1-T2-P006,ATAC,human,read1,read2,75,paired
KIRC-26756D07-DF00-425A-853F-93B4E5617D46-X022-S04-L054-B1-T1-P049,ATAC,human,read1,read2,75,paired
KIRC-26756D07-DF00-425A-853F-93B4E5617D46-X022-S04-L055-B1-T2-P047,ATAC,human,read1,read2,75,paired
KIRC-2C210B7C-F149-4818-98F3-9B143E33B851-X001-S01-L001-B1-T1-P004,ATAC,human,read1,read2,75,paired
KIRC-2C210B7C-F149-4818-98F3-9B143E33B851-X001-S01-L002-B1-T2-P004,ATAC,human,read1,read2,75,paired
KIRC-3452354F-0DD5-47A3-BCB0-46A55541F9CF-X014-S12-L023-B1-T1-P034,ATAC,human,read1,read2,75,paired
KIRC-3452354F-0DD5-47A3-BCB0-46A55541F9CF-X014-S12-L024-B1-T2-P037,ATAC,human,read1,read2,75,paired
KIRC-5786B3A8-42EB-47D3-A498-7FB1B3396376-X003-S10-L037-B1-T1-P010,ATAC,human,read1,read2,75,paired
KIRC-636FFA9B-55A1-4D2E-A2DF-AF9FF8FA74A2-X018-S12-L046-B1-T1-P043,ATAC,human,read1,read2,75,paired
KIRC-636FFA9B-55A1-4D2E-A2DF-AF9FF8FA74A2-X018-S12-L047-B1-T2-P041,ATAC,human,read1,read2,75,paired
KIRC-74F7F7E1-DD7C-4A10-A83D-3531DB117830-X003-S03-L023-B1-T1-P003,ATAC,human,read1,read2,75,paired
KIRC-74F7F7E1-DD7C-4A10-A83D-3531DB117830-X003-S03-L024-B1-T2-P003,ATAC,human,read1,read2,75,paired
KIRC-764CDC61-4B64-49A5-ADD9-8CFDA859D486-X023-S09-L089-B1-T1-P056,ATAC,human,read1,read2,75,paired
KIRC-764CDC61-4B64-49A5-ADD9-8CFDA859D486-X023-S09-L090-B1-T2-P055,ATAC,human,read1,read2,75,paired
KIRC-7D6A394E-01EC-4C58-A010-1C63147A376A-X010-S10-L067-B1-T1-P019,ATAC,human,read1,read2,75,paired
KIRC-7D6A394E-01EC-4C58-A010-1C63147A376A-X010-S10-L068-B1-T2-P018,ATAC,human,read1,read2,75,paired
KIRC-8B2A2833-6735-4555-941D-BAEFE9248C9E-X003-S04-L025-B1-T1-P003,ATAC,human,read1,read2,75,paired
KIRC-8B2A2833-6735-4555-941D-BAEFE9248C9E-X003-S04-L026-B1-T2-P003,ATAC,human,read1,read2,75,paired
KIRC-97AE56C6-2AA5-4B27-977E-204C9A68FB9C-X013-S02-L051-B1-T1-P023,ATAC,human,read1,read2,75,paired
KIRC-B4113118-07F1-4E2F-A702-43CDB2C0B192-X010-S05-L057-B1-T1-P018,ATAC,human,read1,read2,75,paired
KIRC-B4113118-07F1-4E2F-A702-43CDB2C0B192-X010-S05-L058-B1-T2-P019,ATAC,human,read1,read2,75,paired
KIRC-B73B67F3-4074-4DBF-97F1-081A17147C54-X007-S07-L067-B1-T1-P009,ATAC,human,read1,read2,75,paired
KIRC-B73B67F3-4074-4DBF-97F1-081A17147C54-X007-S07-L068-B1-T2-P031,ATAC,human,read1,read2,75,paired
KIRC-E23C2DB7-95FC-4883-AE21-DC5573914B08-X018-S11-L044-B1-T1-P045,ATAC,human,read1,read2,75,paired
KIRC-E23C2DB7-95FC-4883-AE21-DC5573914B08-X018-S11-L045-B1-T2-P039,ATAC,human,read1,read2,75,paired
KIRC-F62461A5-6358-41C0-9435-01FA2C47868F-X004-S12-L062-B1-T1-P007,ATAC,human,read1,read2,75,paired
KIRC-F62461A5-6358-41C0-9435-01FA2C47868F-X004-S12-L063-B1-T2-P007,ATAC,human,read1,read2,75,paired
KIRP-042753BE-85C4-4099-8D32-D0CB0E1EB4DD-X017-S10-L019-B1-T1-P040,ATAC,human,read1,read2,75,paired
KIRP-042753BE-85C4-4099-8D32-D0CB0E1EB4DD-X017-S10-L020-B1-T2-P042,ATAC,human,read1,read2,75,paired
KIRP-09B393E2-4336-4C79-BA60-5DCF9129164C-X011-S08-L015-B1-T1-P027,ATAC,human,read1,read2,75,paired
KIRP-09B393E2-4336-4C79-BA60-5DCF9129164C-X011-S08-L016-B1-T2-P029,ATAC,human,read1,read2,75,paired
KIRP-0C6C66CE-7D41-4176-8438-F275CDFE7759-X006-S07-L044-B1-T1-P012,ATAC,human,read1,read2,75,paired
KIRP-0C6C66CE-7D41-4176-8438-F275CDFE7759-X006-S07-L045-B1-T2-P014,ATAC,human,read1,read2,75,paired
KIRP-0FE0002E-9238-49B8-9550-980FC3AB7146-X021-S11-L044-B1-T1-P047,ATAC,human,read1,read2,75,paired
KIRP-0FE0002E-9238-49B8-9550-980FC3AB7146-X021-S11-L045-B1-T2-P048,ATAC,human,read1,read2,75,paired
KIRP-270E1387-1CB4-4420-AB6C-F489F428DF35-X023-S12-L095-B1-T1-P057,ATAC,human,read1,read2,75,paired
KIRP-270E1387-1CB4-4420-AB6C-F489F428DF35-X023-S12-L096-B1-T2-P058,ATAC,human,read1,read2,75,paired
KIRP-3AB3B701-7C1B-488C-B975-0F6F80F0CB57-X018-S07-L036-B1-T1-P040,ATAC,human,read1,read2,75,paired
KIRP-3AB3B701-7C1B-488C-B975-0F6F80F0CB57-X018-S07-L037-B1-T2-P039,ATAC,human,read1,read2,75,paired
KIRP-505F564D-34DD-4D23-BB66-E55A20D17D60-X008-S05-L009-B1-T1-P021,ATAC,human,read1,read2,75,paired
KIRP-505F564D-34DD-4D23-BB66-E55A20D17D60-X008-S05-L010-B1-T2-P030,ATAC,human,read1,read2,75,paired
KIRP-519FD510-1C90-4477-ADEA-078669DC38F2-X022-S09-L063-B1-T1-P048,ATAC,human,read1,read2,75,paired
KIRP-519FD510-1C90-4477-ADEA-078669DC38F2-X022-S09-L064-B1-T2-P049,ATAC,human,read1,read2,75,paired
KIRP-52DFFDB2-62DB-4DD7-91BB-B9C34FC1E08C-X016-S07-L059-B1-T1-P032,ATAC,human,read1,read2,75,paired
KIRP-52DFFDB2-62DB-4DD7-91BB-B9C34FC1E08C-X016-S07-L060-B1-T2-P033,ATAC,human,read1,read2,75,paired
KIRP-5E268D3E-9CC0-4D85-9742-765A53CB3D96-X015-S03-L029-B1-T1-P034,ATAC,human,read1,read2,75,paired
KIRP-5E268D3E-9CC0-4D85-9742-765A53CB3D96-X015-S03-L030-B1-T2-P037,ATAC,human,read1,read2,75,paired
KIRP-727BDE79-FED3-4534-9639-7BD8E0AF8FC0-X020-S01-L001-B1-T1-P050,ATAC,human,read1,read2,75,paired
KIRP-727BDE79-FED3-4534-9639-7BD8E0AF8FC0-X020-S01-L002-B1-T2-P049,ATAC,human,read1,read2,75,paired
KIRP-72FE20F7-344B-4E28-B403-E85361A66552-X008-S10-L019-B1-T1-P020,ATAC,human,read1,read2,75,paired
KIRP-72FE20F7-344B-4E28-B403-E85361A66552-X008-S10-L020-B1-T2-P021,ATAC,human,read1,read2,75,paired
KIRP-791AAC61-D60E-41AC-9248-99F517F220E3-X012-S04-L031-B1-T1-P023,ATAC,human,read1,read2,75,paired
KIRP-791AAC61-D60E-41AC-9248-99F517F220E3-X012-S04-L032-B1-T2-P022,ATAC,human,read1,read2,75,paired
KIRP-804764D2-A6F0-46BD-9D0E-7DE65B228F5C-X021-S02-L026-B1-T1-P050,ATAC,human,read1,read2,75,paired
KIRP-804764D2-A6F0-46BD-9D0E-7DE65B228F5C-X021-S02-L027-B1-T2-P053,ATAC,human,read1,read2,75,paired
KIRP-8AF1A570-9364-41E5-A8A3-E4DD24FAEEA6-X017-S02-L003-B1-T1-P044,ATAC,human,read1,read2,75,paired
KIRP-8CAE0E7A-6D06-46BF-BC85-57E457CFBBDA-X008-S11-L021-B1-T1-P018,ATAC,human,read1,read2,75,paired
KIRP-8CAE0E7A-6D06-46BF-BC85-57E457CFBBDA-X008-S11-L022-B1-T2-P030,ATAC,human,read1,read2,75,paired
KIRP-90796CEF-ABF4-4134-B560-6BD9A7E78BA0-X007-S09-L071-B1-T1-P010,ATAC,human,read1,read2,75,paired
KIRP-90796CEF-ABF4-4134-B560-6BD9A7E78BA0-X007-S09-L072-B1-T2-P009,ATAC,human,read1,read2,75,paired
KIRP-9B640802-873B-4B53-B626-566FFC002E91-X015-S08-L039-B1-T1-P035,ATAC,human,read1,read2,75,paired
KIRP-9B640802-873B-4B53-B626-566FFC002E91-X015-S08-L040-B1-T2-P034,ATAC,human,read1,read2,75,paired
KIRP-9E89F1FA-31C6-46C4-B203-29DBB9F1B184-X016-S06-L057-B1-T1-P036,ATAC,human,read1,read2,75,paired
KIRP-9E89F1FA-31C6-46C4-B203-29DBB9F1B184-X016-S06-L058-B1-T2-P033,ATAC,human,read1,read2,75,paired
KIRP-A1F39D17-79BC-485B-80ED-5EBB531CA57C-X006-S12-L054-B1-T1-P013,ATAC,human,read1,read2,75,paired
KIRP-A66508E8-FAA2-4B0C-8F22-823809294A97-X020-S11-L020-B1-T1-P054,ATAC,human,read1,read2,75,paired
KIRP-A66508E8-FAA2-4B0C-8F22-823809294A97-X020-S11-L021-B1-T2-P052,ATAC,human,read1,read2,75,paired
KIRP-B3C1CAEA-4175-4066-B9D1-6CC8097BDB40-X021-S10-L042-B1-T1-P047,ATAC,human,read1,read2,75,paired
KIRP-B3C1CAEA-4175-4066-B9D1-6CC8097BDB40-X021-S10-L043-B1-T2-P049,ATAC,human,read1,read2,75,paired
KIRP-B66E832D-DDE1-44C7-BCA0-AF649AAF50D7-X019-S08-L062-B1-T1-P039,ATAC,human,read1,read2,75,paired
KIRP-B66E832D-DDE1-44C7-BCA0-AF649AAF50D7-X019-S08-L063-B1-T2-P038,ATAC,human,read1,read2,75,paired
KIRP-BEB0AB9C-2DFA-49E1-BD4B-5A65BED95B83-X012-S12-L047-B1-T1-P027,ATAC,human,read1,read2,75,paired
KIRP-BEB0AB9C-2DFA-49E1-BD4B-5A65BED95B83-X012-S12-L048-B1-T2-P028,ATAC,human,read1,read2,75,paired
KIRP-DB49B30A-EECF-4F76-8E0B-3B0F612996F4-X006-S10-L050-B1-T1-P013,ATAC,human,read1,read2,75,paired
KIRP-DB49B30A-EECF-4F76-8E0B-3B0F612996F4-X006-S10-L051-B1-T2-P012,ATAC,human,read1,read2,75,paired
KIRP-DB8EEE5B-654A-4078-861D-67364F7F3881-X011-S10-L019-B1-T1-P026,ATAC,human,read1,read2,75,paired
KIRP-DB8EEE5B-654A-4078-861D-67364F7F3881-X011-S10-L020-B1-T2-P030,ATAC,human,read1,read2,75,paired
KIRP-DD265FAD-F2AB-4B2E-891B-9F33085DF9AF-X006-S01-L030-B1-T1-P009,ATAC,human,read1,read2,75,paired
KIRP-DD265FAD-F2AB-4B2E-891B-9F33085DF9AF-X006-S01-L031-B1-T2-P010,ATAC,human,read1,read2,75,paired
KIRP-DFEC4B50-8B95-4E6C-B78D-D68B890C66FE-X019-S09-L064-B1-T1-P039,ATAC,human,read1,read2,75,paired
KIRP-DFEC4B50-8B95-4E6C-B78D-D68B890C66FE-X019-S09-L065-B1-T2-P046,ATAC,human,read1,read2,75,paired
KIRP-E65C8B50-CC10-43D7-9739-6E8658F9D89B-X012-S01-L026-B1-T2-P022,ATAC,human,read1,read2,75,paired
KIRP-FAD34DB3-49EA-4DDC-A565-145EC396087E-X013-S10-L066-B1-T1-P023,ATAC,human,read1,read2,75,paired
KIRP-FAD34DB3-49EA-4DDC-A565-145EC396087E-X013-S10-L067-B1-T2-P027,ATAC,human,read1,read2,75,paired
KIRP-FDA28C1E-17D3-4068-88C3-51D150F15DC9-X022-S01-L048-B1-T1-P051,ATAC,human,read1,read2,75,paired
KIRP-FDA28C1E-17D3-4068-88C3-51D150F15DC9-X022-S01-L049-B1-T2-P048,ATAC,human,read1,read2,75,paired
KIRP-FFF322EC-6F9A-42E4-879B-6439754FE484-X023-S13-L097-B1-T1-P056,ATAC,human,read1,read2,75,paired
